"";"Bogennummer";"Ort";"Longitude";"Latitude";"Typ"
"1183";"-46181";"Antholz (Anterselva Di Mezzo)";"12.10062179";"46.85947024";"au | ei"
"1184";"-46226";"Kurzras (Corteraso)";"10.78187881";"46.75742756";"au | ei"
"1185";"-46227";"Katharinaberg (Santa Caterina)";"10.93457311";"46.68890715";"au | ei"
"1186";"-46262";"Stilfs (Stelvio)";"10.54690805";"46.59833157";"au | ei"
"1187";"46267";"Laas (Lasa)";"10.70118629";"46.61743807";"au | ei"
"1188";"46385";"Nauders";"10.49966";"46.88969";"au | ei"
"1189";"4789";"Briescht";"14.12444";"52.10684";"au | ei"
"1190";"4824";"Radomicko";"14.96435";"52.1209";"au | ei"
"1191";"5122";"Gorzyca";"15.49407";"52.46538";"au | ei"
"1192";"5139";"Grudna";"16.0794131";"52.42180477";"au | ei"
"1193";"5210";"Skwierzyna";"15.50421";"52.59839";"au | ei"
"1194";"5214";"Krobielewo";"15.76797";"52.62954";"au | ei"
"1195";"5259";"Prusim";"16.01367";"52.57974";"au | ei"
"1196";"54926";"Bentschek (Bencecu De Sus)";"21.42616232";"45.88641917";"au | ei"
"1197";"54930";"Gottlob";"20.7089428";"45.93611244";"au | ei"
"1198";"54932";"Klein-Schemlak (Semlacu Mic)";"21.4127841";"45.34995319";"au | ei"
"1199";"54935";"Neuwerbas (Novi Vrbas)";"19.65658848";"45.56918898";"au | ei"
"1200";"54937";"Groß Scham/Freudenthal (Jamu Mare)";"21.4215454";"45.26174573";"au | ei"
"1201";"54943";"Neubeschenowa (Dudeştii Noi)";"21.10004302";"45.83953821";"au | ei"
"1202";"5752";"Thalborn";"11.21707";"51.09189";"au | ei"
"1203";"5774";"Nirmsdorf";"11.47092";"51.09456";"au | ei"
"1204";"5810";"Crölpa-Löbschütz";"11.73675";"51.10759";"au | ei"
"1205";"5827";"Krössuln";"11.98998";"51.12268";"au | ei"
"1206";"5863";"Michelwitz";"12.28344";"51.10735";"au | ei"
"1207";"6105";"Allerstedt";"11.44421";"51.25372";"au | ei"
"1208";"6116";"Gleina";"11.72101";"51.25779";"au | ei"
"1209";"6129";"Kleinkayna/Kleinkaina";"11.95713904";"51.27790491";"au | ei"
"1210";"6168";"Rehbach";"12.27689";"51.27301";"au | ei"
"1211";"6371";"Mittelhausen";"11.46135";"51.43458";"au | ei"
"1212";"6388";"Stedten";"11.68367";"51.44174";"au | ei"
"1213";"6400";"Ammendorf";"11.98661";"51.42541";"au | ei"
"1214";"6418";"Glesien";"12.22255";"51.44566";"au | ei"
"1215";"6610";"Vatterode";"11.43281";"51.60078";"au | ei"
"1216";"6656";"Drehlitz";"11.96531";"51.60326";"au | ei"
"1217";"6660";"Möst";"12.27636";"51.76097";"au | ei"
"1218";"6682";"Ramsin";"12.23652";"51.61112";"au | ei"
"1219";"6831";"Gröna";"11.69886";"51.76418";"au | ei"
"1220";"7180";"Liemehna";"12.51198";"51.43433";"au | ei"
"1221";"7198";"Röcknitz";"12.78179";"51.45308";"au | ei"
"1222";"7246";"Kahla";"13.56632";"51.46966";"au | ei"
"1223";"7253";"Ruhland";"13.86415";"51.45586";"au | ei"
"1224";"7263";"Lauta";"14.10951";"51.46191";"au | ei"
"1225";"7363";"Brösa";"12.51328";"51.61265";"au | ei"
"1226";"7371";"Falkenberg";"12.76792";"51.61385";"au | ei"
"1227";"7384";"Rosenfeld";"13.03894";"51.5997";"au | ei"
"1228";"7394";"Wiederau";"13.31865";"51.63101";"au | ei"
"1229";"7412";"Lugau";"13.59641";"51.61058";"au | ei"
"1230";"7435";"Petershain/Neupetershain";"14.16587394";"51.61108465";"au | ei"
"1231";"7529";"Schleesen";"12.4885";"51.7859";"au | ei"
"1232";"7546";"Bleddin";"12.7859";"51.78702";"au | ei"
"1233";"7562";"Klossa";"13.04784";"51.78178";"au | ei"
"1234";"7758";"Sacrow";"14.11383";"51.94887";"au | ei"
"1235";"7964";"Zedtlitz";"12.51358";"51.10431";"au | ei"
"1236";"8272";"Fuchshain";"12.53059";"51.28331";"au | ei"
"1237";"8972";"Cantdorf";"14.36";"51.59";"au | ei"
"1238";"8981";"Eichwege";"14.63221067";"51.60563723";"au | ei"
"1239";"9143";"Mehlen";"14.66128553";"51.8062894";"au | ei"
"1240";"930";"Goczalki";"19.18069";"53.50608";"au | ei"
"1241";"9739";"Kamien";"17.57838";"51.40108";"au | ei"
"1242";"9760";"Krzelow";"16.51092";"51.438";"au | ei"
"1243";"18778";NA;"13.0972";"48.2528";"au | ei"
"1244";"10275";"Badenhard";"7.633";"50.12291";"au | ai"
"1245";"10351";"Brandscheid";"6.31001";"50.22124";"au | ai"
"1246";"10857";"Hatzfeld (Eder)";"8.54797";"50.9931";"au | ai"
"1247";"12428";"Roitzschau/Rotschau";"12.28681029";"50.61279344";"au | ai"
"1248";"13054";"Rittersgrün";"12.80099";"50.47348";"au | ai"
"1249";"13898";"Szadurczyce";"17.54127";"50.56379";"au | ai"
"1250";"14537";"Bielice";"17.00516";"50.27139";"au | ai"
"1251";"15088";"Bollendorf";"6.35877";"49.85133";"au | ai"
"1252";"15365";"Bingen am Rhein";"7.89616";"49.96901";"au | ai"
"1253";"15550";"Malschen (Malečov)";"14.12005467";"50.63121237";"au | ai"
"1254";"15685";"Gastorf (Hoštka)";"14.60808505";"50.45343095";"au | ai"
"1255";"16050";"Forst (Fort)";"15.69389245";"50.59885819";"au | ai"
"1256";"16276";"Waitzengrün (Loučná)";"12.57748601";"50.27813882";"au | ai"
"1257";"16442";"Kropitz (Krapice)";"12.31495822";"50.12170839";"au | ai"
"1258";"16491";"Rabensgrün (Haje)";"12.81723239";"50.11499453";"au | ai"
"1259";"16670";"Priesen (Březno)";"13.74314777";"50.35326555";"au | ai"
"1260";"16689";"Libeschitz (Liběšice)";"13.62176599";"50.29310664";"au | ai"
"1261";"16755";"Weißbach (Bílý Potok)";"16.994619";"50.411871";"au | ai"
"1262";"17029";"Lohhäuser (Slatina)";"12.52743214";"49.93203052";"au | ai"
"1263";"17138";"Albersdorf (Písařova Vesce)";"12.56427266";"49.7720973";"au | ai"
"1264";"17151";"Damnau";"12.78758496";"49.78516666";"au | ai"
"1265";"17442";"Müglitz (Mohelnice)";"16.92061223";"49.77656682";"au | ai"
"1266";"17521";"Nebotein (Hnĕvotín)";"17.177449";"49.571549";"au | ai"
"1267";"17680";"Klantendorf";"17.97308317";"49.70909491";"au | ai"
"1268";"17726";"Halbendorf (Polouvsí)";"17.89790677";"49.58061423";"au | ai"
"1269";"17759";"Linz (Mlýnec)";"12.80409953";"49.46044599";"au | ai"
"1270";"17782";"Kohlheim (Uhliště)";"13.091469";"49.28078338";"au | ai"
"1271";"17792";"Čachrau (Čachrov)";"13.30276094";"49.26612249";"au | ai"
"1272";"17801";"Hurkental (Hůrka)";"13.33062137";"49.12628901";"au | ai"
"1273";"17862";"Hilbersdorf (Jihlava-Heroltice)";"15.63065627";"49.43386003";"au | ai"
"1274";"17940";"Czernowitz (Černovice)";"16.63439555";"49.18723537";"au | ai"
"1275";"17961";"Woikowitz (Vojkovice)";"16.60669491";"49.05257221";"au | ai"
"1276";"18091";"Kollerschlag";"13.84145";"48.60522";"au | ai"
"1277";"18144";"Gross-Radischen";"15.12159";"48.9312";"au | ai"
"1278";"18210";"Weissenbach (Vysné)";"14.86460492";"48.79093469";"au | ai"
"1279";"18607";"Damnitz (Damnice)";"16.37348031";"48.91950827";"au | ai"
"1280";"18627";"Tracht (Strachotín)";"16.65177623";"48.90542723";"au | ai"
"1281";"18637";"Saitz (Zajecí)";"16.76723342";"48.8738553";"au | ai"
"1282";"18642";"Höflein an der Thaya (Hevlín)";"16.38060332";"48.75125755";"au | ai"
"1283";"18753";"Münchwies (Vrícko)";"18.7060573";"48.96952464";"au | ai"
"1284";"18767";"Krickerhäu (Handlová)";"18.75578607";"48.72212455";"au | ai"
"1285";"18984";"Arnberg";"13.34042";"48.12665";"au | ai"
"1286";"19070";"Reichenau im Mühlkreis";"14.34938";"48.45608";"au | ai"
"1287";"19621";"Stillfried an der March";"16.84009";"48.41077";"au | ai"
"1288";"19705";"Mischdorf bei Pressburg (Nové Košar";"17.27654171";"48.0994024";"au | ai"
"1289";"19739";"Thiersee";"12.11833";"47.59421";"au | ai"
"1290";"19823";"Vorderfager";"13.12175";"47.77639";"au | ai"
"1291";"19854";"Waidring";"12.56947";"47.58457";"au | ai"
"1292";"19971";"Bad Goisern";"13.61647";"47.64116";"au | ai"
"1293";"20005";"Trattenbach";"14.34035";"47.92138";"au | ai"
"1294";"20051";"Neuhaus";"15.18285";"47.78945";"au | ai"
"1295";"20067";"Lainbach";"14.76884";"47.63452";"au | ai"
"1296";"20069";"Gollrad";"15.30481";"47.65106";"au | ai"
"1297";"2817";"Mawry";"20.36457";"54.08463";"au | ai"
"1298";"2970";"Warkaly";"20.32869";"53.80238";"au | ai"
"1299";"33648";"Hofstetten";"9.20105";"49.85922";"au | ai"
"1300";"33849";"Altlussheim";"8.49951";"49.30106";"au | ai"
"1301";"34216";"Gammelsbach";"8.96544";"49.52482";"au | ai"
"1302";"34734";"Massenbachhausen";"9.04557";"49.17711";"au | ai"
"1303";"34802";"Gaggstatt";"10.00529";"49.21815";"au | ai"
"1304";"35003";"Untermässing";"11.29856";"49.08918";"au | ai"
"1305";"35254";"Birnthon";"11.26115";"49.41257";"au | ai"
"1306";"35339";"Röthenbach";"11.03657675";"49.41647082";"au | ai"
"1307";"39647";"Mittelstetten";"11.09471";"48.25545";"au | ai"
"1308";"39667";"Unterschleissheim";"11.56857";"48.27277";"au | ai"
"1309";"42140";"Hachiville";"5.9236";"50.10765";"au | ai"
"1310";"42571";"Massing";"15.54487109";"47.59687437";"au | ai"
"1311";"42612";"Gleichenbach";"16.29922";"47.56108";"au | ai"
"1312";"42635";"Weiden am See";"16.86813";"47.92623";"au | ai"
"1313";"42637";"Nickelsdorf";"17.06908";"47.94045";"au | ai"
"1314";"43004";"Hinterhornbach";"10.45746";"47.35978";"au | ai"
"1315";"43070";"Mils bei Imst";"10.6733";"47.20566";"au | ai"
"1316";"43152";"Kauns";"10.69065";"47.07803";"au | ai"
"1317";"43183";"Penningdörfl";"12.13101";"47.43303";"au | ai"
"1318";"43210";"Innsbruck";"11.39128";"47.268";"au | ai"
"1319";"43285";"Trins";"11.41668";"47.08294";"au | ai"
"1320";"43303";"Hochfilzen";"12.61808";"47.46972";"au | ai"
"1321";"43457";"Kalwang";"14.7566";"47.42758";"au | ai"
"1322";"43497";"Frohnleiten";"15.32683";"47.27106";"au | ai"
"1323";"43544";"Gratwein";"15.31842";"47.12932";"au | ai"
"1324";"43640";"Salmannsdorf";"16.32252";"47.40965";"au | ai"
"1325";"43761";"Sinabelkirchen";"15.8282";"47.10255";"au | ai"
"1326";"43909";"Mörtschach";"12.91357";"46.92176";"au | ai"
"1327";"43977";"Kornat";"12.88865392";"46.6878005";"au | ai"
"1328";"44142";"Schiefling";"14.09615";"46.6028";"au | ai"
"1329";"44308";"Eberndorf";"14.64";"46.59";"au | ai"
"1330";"44347";"Hohenbrugg an der Raab";"16.07";"46.95";"au | ai"
"1331";"44398";"Leibnitz";"15.53776";"46.78113";"au | ai"
"1332";"-46146";"Prettau (Predoi)";"12.10710013";"47.04166281";"au | ai"
"1333";"46157";"Luttach (Lutago)";"11.92143812";"46.95139218";"au | ai"
"1334";"-46162";"Rabenstein (Moos)";"11.156652";"46.871323";"au | ai"
"1335";"46170";"Tschöfs (Ceves)";"11.43095197";"46.91229351";"au | ai"
"1336";"-46195";"Schabs (Sciaves)";"11.665945";"46.770262";"au | ai"
"1337";"-46215";"Pichl";"12.19183685";"46.77103721";"au | ai"
"1338";"-46217";"Burgeis (Burgusio)";"10.52936081";"46.7107352";"au | ai"
"1339";"46283";"Gargazon (Gargazzone)";"11.20412984";"46.58568332";"au | ai"
"1340";"46324";"Laurein (Lauregno)";"11.06";"46.46";"au | ai"
"1341";"-46340";"Kaltern (Caldaro)";"11.24240205";"46.41465671";"au | ai"
"1342";"-46344";"Deutschnofen (Nova Ponente)";"11.43174923";"46.4138887";"au | ai"
"1343";"-46353";"Salurn (Salorno)";"11.21313811";"46.24017188";"au | ai"
"1344";"46361";"Stefansdorf (Santo Stefano)";"11.92297057";"46.76992104";"au | ai"
"1345";"4776";"Birkholz";"13.81765";"52.11735";"au | ai"
"1346";"4813";"Klopot";"14.70338";"52.1319";"au | ai"
"1347";"54919";"Fünfkirchen";"18.23295015";"46.07109001";"au | ai"
"1348";"54933";"Sankt Andreas (Sânandrei)";"21.16818943";"45.85534019";"au | ai"
"1349";"-55359";"Kiebitztal (Kuznica)";"18.39830334";"51.46576252";"au | ai"
"1350";"6630";"Freist";"11.70461";"51.60497";"au | ai"
"1351";"6848";"Elsdorf";"11.9767";"51.78113";"au | ai"
"1352";"7225";"Kosilenzien";"13.33731";"51.45449";"au | ai"
"1353";"7596";"Schlabendorf";"13.82084";"51.80669";"au | ai"
"1354";"8289";"Nerchau";"12.7893";"51.27082";"au | ai"
"1355";"9280";"Kaltenborn";"14.67542244";"51.9335877";"au | ai"
"1356";"11149";"Wipfra";"10.96938";"50.75547";"u | i"
"1357";"11485";"Ingersleben";"10.93186";"50.92027";"u | i"
"1358";"1150";"Czarze";"18.26662";"53.22211";"u | i"
"1359";"1499";"Stara Rzeka";"18.31669";"53.6553";"u | i"
"1360";"1571";"Schmalleningken";"22.59096608";"55.07130157";"u | i"
"1361";"1628";"Wisborienen (Livny)";"22.74958463";"54.93330301";"u | i"
"1362";"1747";"Beydritten (Pervomajskij)";"20.50003508";"54.76991096";"u | i"
"1363";"1829";"Rudszen (Poltavskoe)";"22.5167";"54.8167";"u | i"
"1364";"1977";"Fuchsberg (Semënovo)";"20.75395508";"54.59520723";"u | i"
"1365";"1987";"Pregelswalde (-)";"21.02997097";"54.6200058";"u | i"
"1366";"2204";"Leysuhnen (Ščukino)";"19.84999981";"54.46997869";"u | i"
"1367";"2216";"Hermsdorf (Pograničnyj)";"20.17466577";"54.43254804";"u | i"
"1368";"2225";"Moritten (Oktjabrskoe)";"20.44948952";"54.44766449";"u | i"
"1369";"2398";"Mertensdorf (Tjomkino)";"20.99338566";"54.40519107";"u | i"
"1370";"2409";"Trausen (Lipnyaki)";"21.28673749";"54.40141987";"u | i"
"1371";"24466";"Lüderbach";"10.13366";"51.0732";"u | i"
"1372";"24695";"Wattenbach";"9.59177";"51.21072";"u | i"
"1373";"2474";"Pierzchaly";"19.83808";"54.29556";"u | i"
"1374";"28330";"Schwarz";"9.42007";"50.7215";"u | i"
"1375";"28346";"Grossenmoor";"9.65184";"50.70307";"u | i"
"1376";"285";"Kosobudy";"17.75803";"53.87662";"u | i"
"1377";"28640";"Herfa";"9.92366";"50.8871";"u | i"
"1378";"289";"Königswiese (Leśna Huta)";"18.09997562";"53.88253175";"u | i"
"1379";"2906";"Zabrowo";"19.46122";"53.6373";"u | i"
"1380";"300";"Montauerweide";"18.94320745";"53.86393989";"u | i"
"1381";"3280";"Swietajno";"22.3218";"53.99686";"u | i"
"1382";"32855";"Altviller";"6.73469";"49.07384";"u | i"
"1383";"33035";"Rimling";"7.27065";"49.0973";"u | i"
"1384";"33055";"Roppeviller";"7.5068";"49.10219";"u | i"
"1385";"3318";"Deegeln";"21.48403217";"55.55113505";"u | i"
"1386";"3592";"Prester";"11.6759";"52.10371";"u | i"
"1387";"36084";"Colmar";"7.36359";"48.08198";"u | i"
"1388";"36277";"Turquestein-Blancrupt";"7.09516";"48.56921";"u | i"
"1389";"36362";"Saarburg";"7.05201";"48.73253";"u | i"
"1390";"36552";"Marienthal";"7.81552";"48.78159";"u | i"
"1391";"3688";"Ringenwalde";"14.14088";"52.61704";"u | i"
"1392";"37035";"Bollenbach";"8.07369";"48.29315";"u | i"
"1393";"40605";"Schnellers";"9.920912754";"47.54890348";"u | i"
"1394";"40785";"Kluftern";"9.40004";"47.69278";"u | i"
"1395";"40863";"Tengen";"8.66036";"47.81721";"u | i"
"1396";"40898";"Billafingen";"9.13657";"47.83337";"u | i"
"1397";"41086";"Waldau";"8.16331";"47.98172";"u | i"
"1398";"41245";"Lipburg";"7.65665";"47.78685";"u | i"
"1399";"41262";"Utzenfeld";"7.91301";"47.80054";"u | i"
"1400";"41351";"Urbès";"6.95521";"47.88255";"u | i"
"1401";"46048";"Valendas";"9.28213";"46.78757";"u | i"
"1402";"46050";"Meierhof";"9.10314";"46.75132";"u | i"
"1403";"465";"Okunino";"16.95143";"54.06604";"u | i"
"1404";"4761";"Schöneweide";"13.27178";"52.10773";"u | i"
"1405";"495";"Jaroszewy";"18.35818";"54.02938";"u | i"
"1406";"52349";"Pomysk Wielki";"17.55974";"54.20701";"u | i"
"1407";"52359";"Szymbark";"18.10229";"54.21891";"u | i"
"1408";"52428";"Oberlakendorf (Solnica Górna)";"19.21999587";"54.17994204";"u | i"
"1409";"52478";"Bronowo";"17.00801";"54.25951";"u | i"
"1410";"52714";"Labiszewo";"17.28164";"54.40154";"u | i"
"1411";"52762";"Skowronki";"19.29171";"54.35202";"u | i"
"1412";"52767";"Machowinko";"17.00926";"54.59854";"u | i"
"1413";"52915";"Lebieniec";"17.60653";"54.71937";"u | i"
"1414";"5315";"Pilka";"16.05691";"52.79024";"u | i"
"1415";"5519";"Berka v.d. Hainich";"10.3857";"51.04366";"u | i"
"1416";"5717";"Illeben";"10.68004";"51.08197";"u | i"
"1417";"6171";"Mengelrode";"10.10111";"51.40024";"u | i"
"1418";"6185";"Kirchworbis";"10.39571";"51.41182";"u | i"
"1419";"6341";"Auleben";"10.92771";"51.42579";"u | i"
"1420";"6472";"Stolberg (Harz)";"10.95504";"51.57345";"u | i"
"1421";"6593";"Königerode";"11.20169";"51.60088";"u | i"
"1422";"7033";"Natho";"12.23114";"51.95654";"u | i"
"1423";"7696";"Rahnsdorf";"12.78451";"51.94368";"u | i"
"1424";"7732";"Hohendorf";"13.55801";"51.94857";"u | i"
"1425";"803";"Lunawy Male";"18.59262";"53.37403";"u | i"
"1426";"1009";"Nowy Klukom";"15.49524";"53.11481";"uu | ü"
"1427";"1023";"Golin";"16.08349";"53.12516";"uu | ü"
"1428";"1565";"Gierver Lauken";"22.25700873";"55.00557634";"uu | ü"
"1429";"20283";"Astrup";"8.15798";"52.31606";"uu | ü"
"1430";"20454";"Geeste";"7.26965";"52.60078";"uu | ü"
"1431";"22264";"Grieben";"11.96126";"52.44002";"uu | ü"
"1432";"22621";"Molitz";"11.38085";"52.76485";"uu | ü"
"1433";"22773";"Holdenstedt";"10.52559";"52.92076";"uu | ü"
"1434";"2507";"Wojciechy";"20.66778";"54.26158";"uu | ü"
"1435";"2727";"Budziska";"22.08998";"54.1819";"uu | ü"
"1436";"324";"Podwilcze";"15.82486";"53.93499";"uu | ü"
"1437";"344";"Modrolas";"16.14955";"53.95055";"uu | ü"
"1438";"3572";"Domersleben";"11.43652";"52.09266";"uu | ü"
"1439";"3626";"Nennhausen";"12.50581";"52.60408";"uu | ü"
"1440";"3639";"Pausin";"13.04255";"52.63911";"uu | ü"
"1441";"4112";"Klein-Mutz";"13.28074";"52.96653";"uu | ü"
"1442";"42748";"Frasnacht";"9.40477";"47.52836";"uu | ü"
"1443";"42926";"Röns";"9.70087";"47.21608";"uu | ü"
"1444";"44519";"Wildensbuch";"8.67668";"47.65174";"uu | ü"
"1445";"44610";"Wittenwil";"8.92158";"47.50308";"uu | ü"
"1446";"44770";"Mont-Tramelan";"7.05489";"47.21053";"uu | ü"
"1447";"44771";"Pieterlen";"7.33682";"47.17484";"uu | ü"
"1448";"44994";"Gänsbrunnen";"7.46811";"47.26233";"uu | ü"
"1449";"4521";"Wollin";"12.46878";"52.2815";"uu | ü"
"1450";"45692";"Süri";"7.26899";"46.91951";"uu | ü"
"1451";"45718";"Ferpicloz";"7.16491";"46.7464";"uu | ü"
"1452";"45863";"Gurzelen";"7.53347";"46.77956";"uu | ü"
"1453";"46027";"Leuggelbach";"9.0456";"46.97772";"uu | ü"
"1454";"46083";"Klosters";"9.88017";"46.88004";"uu | ü"
"1455";"46459";"Pries";"10.16151";"54.39584";"uu | ü"
"1456";"46554";"Sulsdorf";"11.04304";"54.45888";"uu | ü"
"1457";"46666";"Neuberend";"9.53279";"54.55137";"uu | ü"
"1458";"46684";"Zimmert";"9.86157";"54.5608";"uu | ü"
"1459";"46784";"Grossenwiehe";"9.25023";"54.71004";"uu | ü"
"1460";"4727";"Klein Glien";"12.51771";"52.13159";"uu | ü"
"1461";"47402";"Mittelbauer";"8.842222062";"53.18391576";"uu | ü"
"1462";"47470";"Jaderbollenhagen";"8.300590806";"53.32493665";"uu | ü"
"1463";"48164";"Wöbs";"10.46243";"54.07286";"uu | ü"
"1464";"48186";"Süsel";"10.71297";"54.07936";"uu | ü"
"1465";"48233";"Brunsbüttelerhafen";"9.11080098";"53.89052151";"uu | ü"
"1466";"48240";"Spiekeroog";"7.69412";"53.77033";"uu | ü"
"1467";"48324";"Weissenmoor";"9.06278";"53.71132";"uu | ü"
"1468";"48702";"Sereetz";"10.73453";"53.91976";"uu | ü"
"1469";"48790";"Rethwisch";"9.59053";"53.86975";"uu | ü"
"1470";"49311";"Riekenbostel";"9.4597";"53.03452";"uu | ü"
"1471";"49821";"Regesbostel";"9.64625";"53.379";"uu | ü"
"1472";"50010";"Gresse";"10.74685";"53.43177";"uu | ü"
"1473";"50117";"Ottensen";"9.92842";"53.5542";"uu | ü"
"1474";"50130";"Willinghusen";"10.20487";"53.56222";"uu | ü"
"1475";"51030";"Rittermannshagen";"12.76144";"53.62274";"uu | ü"
"1476";"51170";"Zingst";"12.68295";"54.43348";"uu | ü"
"1477";"51173";"Wendisch Langendorf";"12.98011";"54.42297";"uu | ü"
"1478";"51188";"Saiser";"13.5274187";"54.48608929";"uu | ü"
"1479";"51584";"Woldegk";"13.58904";"53.4611";"uu | ü"
"1480";"51637";"Bergland";"14.72090065";"53.45884507";"uu | ü"
"1481";"51816";"Lärz";"12.74478";"53.29268";"uu | ü"
"1482";"52064";"Papenbruch";"12.42744";"53.12618";"uu | ü"
"1483";"52139";"Banie";"14.66334";"53.1004";"uu | ü"
"1484";"52896";"Bialogora";"17.95796";"54.81679";"uu | ü"
"1485";"895";"Jelencz";"17.74635";"53.55745";"uu | ü"
"1486";"1540";"Heinrichswalde";"21.69458052";"55.04244719";"u | ie"
"1487";"1552";"Pazuizen";"21.99049945";"55.02117866";"u | ie"
"1488";"1573";"Groß Dirschkeim (Donskoye)";"19.96594881";"54.93887292";"u | ie"
"1489";"1580";"Schulstein (Vol'Noe)";"20.51939251";"54.91991342";"u | ie"
"1490";"1588";"Alt Susimilken (Tarassowka)";"21.36986045";"54.92959481";"u | ie"
"1491";"1626";"Tulpeningken (Zarečnoe)";"22.56764471";"54.97028491";"u | ie"
"1492";"1683";"Kreuzingen (Bol'Shakovo)";"21.65075358";"54.87658737";"u | ie"
"1493";"1698";"Buttkuhnen (Pokrovskoe)";"21.94586611";"54.83695164";"u | ie"
"1494";"1919";"Groß Gerlauken (Vjazovka)";"21.93005406";"54.69998961";"u | ie"
"1495";"1924";"Pakallnischken (Suvorovo)";"22.21995783";"54.67997099";"u | ie"
"1496";"1956";"Patersort (Beregovoe)";"20.15361676";"54.5820861";"u | ie"
"1497";"1962";"Bergau (Tzwetkowo)";"20.42971236";"54.62002257";"u | ie"
"1498";"2081";"Eydtkau (Eydtkuhnen)";"22.73599317";"54.63812267";"u | ie"
"1499";"2135";"Skungirren (Pen'Ki)";"21.62013419";"54.57005281";"u | ie"
"1500";"2200";"Narmeln (Polski)";"19.67147972";"54.46957437";"u | ie"
"1501";"2338";"Wenslowischken (Voznesenskoye)";"22.66645761";"54.4857982";"u | ie"
"1502";"2452";"Kleschowen (Kutusowo)";"22.13331286";"54.34995769";"u | ie"
"1503";"24677";"Metze";"9.33089";"51.20406";"u | ie"
"1504";"2586";"Jurkiszki";"22.36881";"54.311";"u | ie"
"1505";"2691";"Kolwiny";"21.22078";"54.22234";"u | ie"
"1506";"2762";"Wilkowo";"19.53293";"54.15703";"u | ie"
"1507";"291";"Lubichowo";"18.40028";"53.85127";"u | ie"
"1508";"3254";"Jurkowo";"21.20504";"54.0744";"u | ie"
"1509";"3267";"Pozarki";"21.49172";"54.03376";"u | ie"
"1510";"3309";"Dittauen";"21.28926499";"55.59351795";"u | ie"
"1511";"33126";"Guinkirchen";"6.44747";"49.20661";"u | ie"
"1512";"3351";"Pleine";"21.72199295";"55.21450357";"u | ie"
"1513";"3609";"Dalchau";"11.98839";"52.1129";"u | ie"
"1514";"3614";"Schweinitz";"12.19377";"52.10792";"u | ie"
"1515";"36525";"Wilshausen";"7.55068";"48.7751";"u | ie"
"1516";"3703";"Lehmannshöfel";"14.42838597";"52.59654716";"u | ie"
"1517";"3711";"Warnick (Warniki)";"14.6799315";"52.59997004";"u | ie"
"1518";"3931";"Neureetz";"14.14217";"52.78127";"u | ie"
"1519";"3944";"Kurzycko";"14.46705";"52.76029";"u | ie"
"1520";"3949";"Grzymiradz";"14.6936";"52.787";"u | ie"
"1521";"3957";"Lubiszyn";"14.94817";"52.78026";"u | ie"
"1522";"40613";"Ratholz";"10.13498";"47.56238";"u | ie"
"1523";"4357";"Tempelberg";"14.16203";"52.44962";"u | ie"
"1524";"4573";"Neu Golm";"14.09297";"52.30323";"u | ie"
"1525";"4770";"Egsdorf";"13.58801";"52.13116";"u | ie"
"1526";"52567";"Pasewark";"19.03778221";"54.32941578";"u | ie"
"1527";"52755";"Heubude (Stogi)";"18.70762807";"54.36152213";"u | ie"
"1528";"52766";"Rowy";"17.052";"54.66557";"u | ie"
"1529";"52816";"Hela";"18.80748416";"54.60167012";"u | ie"
"1530";"52871";"Dabrowka Wielka";"17.86262";"54.54706";"u | ie"
"1531";"52881";"Luzino";"18.14279";"54.55982";"u | ie"
"1532";"52905";"Karwenbruch";"18.19225506";"54.81148685";"u | ie"
"1533";"52936";"Tylowo";"18.12618";"54.71236";"u | ie"
"1534";"54902";"Brzozowka";"18.81278";"53.0253";"u | ie"
"1535";"6690";"Braunlage";"10.6105";"51.72785";"u | ie"
"1536";"6705";"Rieder";"11.16773";"51.73322";"u | ie"
"1537";"7576";"Werchau";"13.31619";"51.77761";"u | ie"
"1538";"7586";"Wendisch Drehna/Walddrehna";"13.6283813";"51.77774322";"u | ie"
"1539";"7688";"Straach";"12.59595";"51.95429";"u | ie"
"1540";"7710";"Rohrbeck";"13.04399";"51.96498";"u | ie"
"1541";"906";"Busnia";"18.58805";"53.53014";"u | ie"
"1542";"920";"Lisie Katy";"18.83909";"53.52267";"u | ie"
"1543";"99";"Trumiejki";"19.16906";"53.67605";"u | ie"
"1544";"55104";NA;"19.4816208";"52.8246994";"u | ie"
"1545";"47650";"Cirkwehrum";"7.17054";"53.43708";"uu | uu"
"1546";"47657";"Westerende-Holzloog";"7.39969";"53.44123";"uu | uu"
"1547";"I140p";"Axel";"3.90749545";"51.26923919";"uu | uu"
"1548";"I095p";"Hoedekenskerke";"3.907423568";"51.42509917";"uu | uu"
"1549";"I023p";"Dirksland";"4.09505051";"51.75462133";"uu | uu"
"1550";"E003a";"Den Oever";"5.029973398";"52.93358851";"uu | uu"
"1551";"E040p";"Enkhuizen";"5.290435929";"52.70661299";"uu | uu"
"1552";"F124p";"Putten";"5.614504444";"52.2657905";"uu | uu"
"1553";"F128p";"Vierhouten";"5.840773713";"52.33494823";"uu | uu"
"1554";"F102p";"Oldebroek";"5.909334767";"52.45371291";"uu | uu"
"1555";"F207p";"Drempt";"6.162293231";"52.01039837";"uu | uu"
"1556";"F179p";"Zutphen";"6.197620163";"52.14822927";"uu | uu"
"1557";"F132p";"Diepenveen";"6.157124359";"52.29747328";"uu | uu"
